what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151411862
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308151415307
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151415374
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151416897
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151417769
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151541084
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151546895
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151595798
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151608178
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151608213
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1308151612988
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151613118
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151614044
executed,command,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.command.openTask",1308151614058
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1308151626464
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308151630683
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1308151635458
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1308151637718
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308151643856
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151643992
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151644413
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308151656994
error,log,,,"No command output when running: 'am start -n com.AndroidApp/com.AndroidApp.AndroidApp -a android.intent.action.MAIN -c android.intent.category.LAUNCHER' on device emulator-5554",1308151669761
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308152616537
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308152687784
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308155933128
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308155933691
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156021076
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156028991
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156032611
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1308156032743
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156034375
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156036050
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156039463
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156051388
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308156054205
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1308156063070
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308156129209
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1308156207056
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1308156207955
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1308156221144
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156221172
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156221177
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156272779
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156279402
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156280021
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156282739
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156301796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156347964
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308156353130
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156353232
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156354141
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156355075
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156362247
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.RunLast",1308156381491
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156386959
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1308156388063
